CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-601,San Diego County CoC,35-44,3695
2021,CA-601,San Diego County CoC,45-54,3671
2021,CA-601,San Diego County CoC,55-64,3766
2021,CA-601,San Diego County CoC,65+,1457
2021,CA-601,San Diego County CoC,Under 18,4339
2021,CA-601,San Diego County CoC,Unknown,601
2021,CA-602,Orange County CoC,18-24,818
2021,CA-602,Orange County CoC,25-34,2231
2021,CA-602,Orange County CoC,35-44,2173
2021,CA-602,Orange County CoC,45-54,2067
2021,CA-602,Orange County CoC,55-64,2087
2021,CA-602,Orange County CoC,65+,878
2021,CA-602,Orange County CoC,Under 18,3437
2021,CA-602,Orange County CoC,Unknown,3324
2021,CA-603,Santa Barbara County CoC,18-24,232
2021,CA-603,Santa Barbara County CoC,25-34,545
2021,CA-603,Santa Barbara County CoC,35-44,627
2021,CA-603,Santa Barbara County CoC,45-54,542
2021,CA-603,Santa Barbara County CoC,55-64,608
2021,CA-603,Santa Barbara County CoC,65+,251
2021,CA-603,Santa Barbara County CoC,Under 18,555
2021,CA-603,Santa Barbara County CoC,Unknown,36
2021,CA-604,Kern County CoC,18-24,593
2021,CA-604,Kern County CoC,25-34,1311
2021,CA-604,Kern County CoC,35-44,1288
2021,CA-604,Kern County CoC,45-54,1086
2021,CA-604,Kern County CoC,55-64,914
2021,CA-604,Kern County CoC,65+,288
2021,CA-604,Kern County CoC,Under 18,2306
2021,CA-604,Kern County CoC,Unknown,140
2021,CA-606,Long Beach CoC (Los Angeles County),18-24,157
2021,CA-606,Long Beach CoC (Los Angeles County),25-34,410
2021,CA-606,Long Beach CoC (Los Angeles County),35-44,455
2021,CA-606,Long Beach CoC (Los Angeles County),45-54,508
2021,CA-606,Long Beach CoC (Los Angeles County),55-64,713
2021,CA-606,Long Beach CoC (Los Angeles County),65+,396
2021,CA-606,Long Beach CoC (Los Angeles County),Under 18,601
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,85
2021,CA-607,Pasadena CoC (Los Angeles County),18-24,101
2021,CA-607,Pasadena CoC (Los Angeles County),25-34,117
2021,CA-607,Pasadena CoC (Los Angeles County),35-44,125
2021,CA-607,Pasadena CoC (Los Angeles County),45-54,167
2021,CA-607,Pasadena CoC (Los Angeles County),55-64,218
2021,CA-607,Pasadena CoC (Los Angeles County),65+,99
2021,CA-607,Pasadena CoC (Los Angeles County),Under 18,176
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,48
2021,CA-608,Riverside County CoC,18-24,609
2021,CA-608,Riverside County CoC,25-34,1436
2021,CA-608,Riverside County CoC,35-44,1322
2021,CA-608,Riverside County CoC,45-54,1107
2021,CA-608,Riverside County CoC,55-64,1071
2021,CA-608,Riverside County CoC,65+,512
2021,CA-608,Riverside County CoC,Under 18,2381
2021,CA-608,Riverside County CoC,Unknown,113
2021,CA-609,San Bernardino County CoC,18-24,632
2021,CA-609,San Bernardino County CoC,25-34,1295
2021,CA-609,San Bernardino County CoC,35-44,1107
2021,CA-609,San Bernardino County CoC,45-54,840
2021,CA-609,San Bernardino County CoC,55-64,893
2021,CA-609,San Bernardino County CoC,65+,368
2021,CA-609,San Bernardino County CoC,Under 18,2865
2021,CA-609,San Bernardino County CoC,Unknown,146
2021,CA-611,Ventura County CoC,18-24,100
2021,CA-611,Ventura County CoC,25-34,294
2021,CA-611,Ventura County CoC,35-44,390
2021,CA-611,Ventura County CoC,45-54,454
2021,CA-611,Ventura County CoC,55-64,549
2021,CA-611,Ventura County CoC,65+,284
2021,CA-611,Ventura County CoC,Under 18,273
2021,CA-611,Ventura County CoC,Unknown,21
2021,CA-612,Glendale CoC (Los Angeles County),18-24,34
2021,CA-612,Glendale CoC (Los Angeles County),25-34,92
2021,CA-612,Glendale CoC (Los Angeles County),35-44,76
2021,CA-612,Glendale CoC (Los Angeles County),45-54,91
2021,CA-612,Glendale CoC (Los Angeles County),55-64,126
2021,CA-612,Glendale CoC (Los Angeles County),65+,55
2021,CA-612,Glendale CoC (Los Angeles County),Under 18,132
2021,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2021,CA-613,Imperial County CoC,18-24,136
2021,CA-613,Imperial County CoC,25-34,259
2021,CA-613,Imperial County CoC,35-44,188
2021,CA-613,Imperial County CoC,45-54,124
2021,CA-613,Imperial County CoC,55-64,140
2021,CA-613,Imperial County CoC,65+,90
2021,CA-613,Imperial County CoC,Under 18,669
2021,CA-613,Imperial County CoC,Unknown,67
2021,CA-614,San Luis Obispo County CoC,18-24,173
2021,CA-614,San Luis Obispo County CoC,25-34,388
2021,CA-614,San Luis Obispo County CoC,35-44,410
2021,CA-614,San Luis Obispo County CoC,45-54,306
2021,CA-614,San Luis Obispo County CoC,55-64,296
2021,CA-614,San Luis Obispo County CoC,65+,152
2021,CA-614,San Luis Obispo County CoC,Under 18,612
2021,CA-614,San Luis Obispo County CoC,Unknown,34
2022,All,California,18-24,24595
2022,All,California,25-34,53634
2022,All,California,35-44,55043
2022,All,California,45-54,46054
2022,All,California,55-64,44098
2022,All,California,65+,18916
2022,All,California,Under 18,65951
2022,All,California,Unknown,10758
2022,CA-500,Santa Clara County CoC,18-24,1046
2022,CA-500,Santa Clara County CoC,25-34,2330
2022,CA-500,Santa Clara County CoC,35-44,2472
2022,CA-500,Santa Clara County CoC,45-54,1974
2022,CA-500,Santa Clara County CoC,55-64,1938
2022,CA-500,Santa Clara County CoC,65+,840
2022,CA-500,Santa Clara County CoC,Under 18,3743
2022,CA-500,Santa Clara County CoC,Unknown,271
2022,CA-501,San Francisco CoC,18-24,1521
2022,CA-501,San Francisco CoC,25-34,3604
2022,CA-501,San Francisco CoC,35-44,3579
2022,CA-501,San Francisco CoC,45-54,2688
2022,CA-501,San Francisco CoC,55-64,2179
2022,CA-501,San Francisco CoC,65+,959
2022,CA-501,San Francisco CoC,Under 18,3943
2022,CA-501,San Francisco CoC,Unknown,311
2022,CA-502,Alameda County CoC,18-24,878
2022,CA-502,Alameda County CoC,25-34,2032
2022,CA-502,Alameda County CoC,35-44,2059
2022,CA-502,Alameda County CoC,45-54,2019
2022,CA-502,Alameda County CoC,55-64,2115
2022,CA-502,Alameda County CoC,65+,952
2022,CA-502,Alameda County CoC,Under 18,2049
2022,CA-502,Alameda County CoC,Unknown,118
2022,CA-503,Sacramento County CoC,18-24,1167
2022,CA-503,Sacramento County CoC,25-34,1605
2022,CA-503,Sacramento County CoC,35-44,1796
2022,CA-503,Sacramento County CoC,45-54,1589
2022,CA-503,Sacramento County CoC,55-64,1604
2022,CA-503,Sacramento County CoC,65+,637
2022,CA-503,Sacramento County CoC,Under 18,3525
2022,CA-503,Sacramento County CoC,Unknown,171
2022,CA-504,Sonoma County CoC,18-24,358
2022,CA-504,Sonoma County CoC,25-34,547
2022,CA-504,Sonoma County CoC,35-44,669
2022,CA-504,Sonoma County CoC,45-54,666
2022,CA-504,Sonoma County CoC,55-64,689
2022,CA-504,Sonoma County CoC,65+,361
2022,CA-504,Sonoma County CoC,Under 18,663
2022,CA-504,Sonoma County CoC,Unknown,45
2022,CA-505,Contra Costa County CoC,18-24,781
2022,CA-505,Contra Costa County CoC,25-34,1587
2022,CA-505,Contra Costa County CoC,35-44,1636
2022,CA-505,Contra Costa County CoC,45-54,1499
2022,CA-505,Contra Costa County CoC,55-64,1521
2022,CA-505,Contra Costa County CoC,65+,659
2022,CA-505,Contra Costa County CoC,Under 18,1758
2022,CA-505,Contra Costa County CoC,Unknown,83
2022,CA-506,"Monterey, San Benito Counties CoC",18-24,235
2022,CA-506,"Monterey, San Benito Counties CoC",25-34,445
2022,CA-506,"Monterey, San Benito Counties CoC",35-44,480
2022,CA-506,"Monterey, San Benito Counties CoC",45-54,351
2022,CA-506,"Monterey, San Benito Counties CoC",55-64,379
2022,CA-506,"Monterey, San Benito Counties CoC",65+,211
2022,CA-506,"Monterey, San Benito Counties CoC",Under 18,662
2022,CA-506,"Monterey, San Benito Counties CoC",Unknown,32
2022,CA-507,Marin County CoC,18-24,107
2022,CA-507,Marin County CoC,25-34,272
2022,CA-507,Marin County CoC,35-44,286
2022,CA-507,Marin County CoC,45-54,267
2022,CA-507,Marin County CoC,55-64,293
2022,CA-507,Marin County CoC,65+,170
2022,CA-507,Marin County CoC,Under 18,399
2022,CA-507,Marin County CoC,Unknown,44
2022,CA-508,Santa Cruz County CoC,18-24,125
2022,CA-508,Santa Cruz County CoC,25-34,207
2022,CA-508,Santa Cruz County CoC,35-44,258
2022,CA-508,Santa Cruz County CoC,45-54,230
2022,CA-508,Santa Cruz County CoC,55-64,244
2022,CA-508,Santa Cruz County CoC,65+,196
2022,CA-508,Santa Cruz County CoC,Under 18,529
2022,CA-508,Santa Cruz County CoC,Unknown,50
2022,CA-509,Mendocino County CoC,18-24,96
2022,CA-509,Mendocino County CoC,25-34,274
2022,CA-509,Mendocino County CoC,35-44,337
2022,CA-509,Mendocino County CoC,45-54,276
2022,CA-509,Mendocino County CoC,55-64,215
2022,CA-509,Mendocino County CoC,65+,119
2022,CA-509,Mendocino County CoC,Under 18,320
2022,CA-509,Mendocino County CoC,Unknown,24
2022,CA-510,Stanislaus County CoC,18-24,527
2022,CA-510,Stanislaus County CoC,25-34,1114
2022,CA-510,Stanislaus County CoC,35-44,1190
2022,CA-510,Stanislaus County CoC,45-54,907
2022,CA-510,Stanislaus County CoC,55-64,853
2022,CA-510,Stanislaus County CoC,65+,303
2022,CA-510,Stanislaus County CoC,Under 18,1451
2022,CA-510,Stanislaus County CoC,Unknown,87
2022,CA-511,San Joaquin County CoC,18-24,784
2022,CA-511,San Joaquin County CoC,25-34,1618
2022,CA-511,San Joaquin County CoC,35-44,1466
2022,CA-511,San Joaquin County CoC,45-54,990
2022,CA-511,San Joaquin County CoC,55-64,919
2022,CA-511,San Joaquin County CoC,65+,391
2022,CA-511,San Joaquin County CoC,Under 18,3518
2022,CA-511,San Joaquin County CoC,Unknown,190
2022,CA-512,San Mateo County CoC,18-24,305
2022,CA-512,San Mateo County CoC,25-34,817
2022,CA-512,San Mateo County CoC,35-44,801
2022,CA-512,San Mateo County CoC,45-54,833
2022,CA-512,San Mateo County CoC,55-64,890
2022,CA-512,San Mateo County CoC,65+,413
2022,CA-512,San Mateo County CoC,Under 18,1098
2022,CA-512,San Mateo County CoC,Unknown,80
2022,CA-513,"Kings, Tulare Counties CoC",18-24,342
2022,CA-513,"Kings, Tulare Counties CoC",25-34,677
2022,CA-513,"Kings, Tulare Counties CoC",35-44,739
2022,CA-513,"Kings, Tulare Counties CoC",45-54,545
2022,CA-513,"Kings, Tulare Counties CoC",55-64,423
2022,CA-513,"Kings, Tulare Counties CoC",65+,134
2022,CA-513,"Kings, Tulare Counties CoC",Under 18,1297
2022,CA-513,"Kings, Tulare Counties CoC",Unknown,56
2022,CA-514,"Fresno, Madera Counties CoC",18-24,479
2022,CA-514,"Fresno, Madera Counties CoC",25-34,1467
2022,CA-514,"Fresno, Madera Counties CoC",35-44,1912
2022,CA-514,"Fresno, Madera Counties CoC",45-54,1690
2022,CA-514,"Fresno, Madera Counties CoC",55-64,1344
2022,CA-514,"Fresno, Madera Counties CoC",65+,428
2022,CA-514,"Fresno, Madera Counties CoC",Under 18,896
2022,CA-514,"Fresno, Madera Counties CoC",Unknown,92
2022,CA-515,Placer County CoC,18-24,173
2022,CA-515,Placer County CoC,25-34,477
2022,CA-515,Placer County CoC,35-44,495
2022,CA-515,Placer County CoC,45-54,383
2022,CA-515,Placer County CoC,55-64,354
2022,CA-515,Placer County CoC,65+,142
2022,CA-515,Placer County CoC,Under 18,481
2022,CA-515,Placer County CoC,Unknown,38
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,147
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,359
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,383
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,278
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,322
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,182
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,479
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,54
2022,CA-517,Napa County CoC,18-24,59
2022,CA-517,Napa County CoC,25-34,149
2022,CA-517,Napa County CoC,35-44,194
2022,CA-517,Napa County CoC,45-54,157
2022,CA-517,Napa County CoC,55-64,143
2022,CA-517,Napa County CoC,65+,65
2022,CA-517,Napa County CoC,Under 18,178
2022,CA-517,Napa County CoC,Unknown,12
2022,CA-518,Solano County CoC,18-24,89
2022,CA-518,Solano County CoC,25-34,222
2022,CA-518,Solano County CoC,35-44,231
2022,CA-518,Solano County CoC,45-54,179
2022,CA-518,Solano County CoC,55-64,285
2022,CA-518,Solano County CoC,65+,133
2022,CA-518,Solano County CoC,Under 18,176
2022,CA-518,Solano County CoC,Unknown,*
2022,CA-519,Butte County CoC,18-24,194
2022,CA-519,Butte County CoC,25-34,465
2022,CA-519,Butte County CoC,35-44,549
2022,CA-519,Butte County CoC,45-54,471
2022,CA-519,Butte County CoC,55-64,448
2022,CA-519,Butte County CoC,65+,233
2022,CA-519,Butte County CoC,Under 18,383
2022,CA-519,Butte County CoC,Unknown,83
2022,CA-520,Merced County CoC,18-24,234
2022,CA-520,Merced County CoC,25-34,513
2022,CA-520,Merced County CoC,35-44,541
2022,CA-520,Merced County CoC,45-54,357
2022,CA-520,Merced County CoC,55-64,315
2022,CA-520,Merced County CoC,65+,120
2022,CA-520,Merced County CoC,Under 18,937
2022,CA-520,Merced County CoC,Unknown,63
2022,CA-521,Yolo County CoC,18-24,94
2022,CA-521,Yolo County CoC,25-34,234
2022,CA-521,Yolo County CoC,35-44,250
2022,CA-521,Yolo County CoC,45-54,175
2022,CA-521,Yolo County CoC,55-64,208
2022,CA-521,Yolo County CoC,65+,84
2022,CA-521,Yolo County CoC,Under 18,460
2022,CA-521,Yolo County CoC,Unknown,18
2022,CA-522,Humboldt County CoC,18-24,179
2022,CA-522,Humboldt County CoC,25-34,345
2022,CA-522,Humboldt County CoC,35-44,509
2022,CA-522,Humboldt County CoC,45-54,417
2022,CA-522,Humboldt County CoC,55-64,400
2022,CA-522,Humboldt County CoC,65+,165
2022,CA-522,Humboldt County CoC,Under 18,297
2022,CA-522,Humboldt County CoC,Unknown,52
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,55
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,100
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,108
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,86
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,59
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,20
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,193
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,19
2022,CA-524,"Yuba, Sutter Counties CoC",18-24,155
2022,CA-524,"Yuba, Sutter Counties CoC",25-34,408
2022,CA-524,"Yuba, Sutter Counties CoC",35-44,449
2022,CA-524,"Yuba, Sutter Counties CoC",45-54,303
2022,CA-524,"Yuba, Sutter Counties CoC",55-64,313
2022,CA-524,"Yuba, Sutter Counties CoC",65+,128
2022,CA-524,"Yuba, Sutter Counties CoC",Under 18,875
2022,CA-524,"Yuba, Sutter Counties CoC",Unknown,47
2022,CA-525,El Dorado County CoC,18-24,45
2022,CA-525,El Dorado County CoC,25-34,37
2022,CA-525,El Dorado County CoC,35-44,51
2022,CA-525,El Dorado County CoC,45-54,44
2022,CA-525,El Dorado County CoC,55-64,56
2022,CA-525,El Dorado County CoC,65+,36
2022,CA-525,El Dorado County CoC,Under 18,159
2022,CA-525,El Dorado County CoC,Unknown,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,70
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,140
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,163
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,117
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,131
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,71
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,248
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,11
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,17
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,50
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2022,CA-531,Nevada County CoC,18-24,88
2022,CA-531,Nevada County CoC,25-34,177
2022,CA-531,Nevada County CoC,35-44,191
2022,CA-531,Nevada County CoC,45-54,172
2022,CA-531,Nevada County CoC,55-64,182
2022,CA-531,Nevada County CoC,65+,114
2022,CA-531,Nevada County CoC,Under 18,124
2022,CA-531,Nevada County CoC,Unknown,36
2022,CA-600,Los Angeles County CoC,18-24,7506
2022,CA-600,Los Angeles County CoC,25-34,17484
2022,CA-600,Los Angeles County CoC,35-44,17471
2022,CA-600,Los Angeles County CoC,45-54,14696
2022,CA-600,Los Angeles County CoC,55-64,13565
2022,CA-600,Los Angeles County CoC,65+,5378
2022,CA-600,Los Angeles County CoC,Under 18,14359
2022,CA-600,Los Angeles County CoC,Unknown,3449
2022,CA-601,San Diego County CoC,18-24,1968
2022,CA-601,San Diego County CoC,25-34,4240
2022,CA-601,San Diego County CoC,35-44,4401
2022,CA-601,San Diego County CoC,45-54,3959
2022,CA-601,San Diego County CoC,55-64,4040
2022,CA-601,San Diego County CoC,65+,1680
2022,CA-601,San Diego County CoC,Under 18,5261
2022,CA-601,San Diego County CoC,Unknown,494
2022,CA-602,Orange County CoC,18-24,1855
2022,CA-602,Orange County CoC,25-34,3460
2022,CA-602,Orange County CoC,35-44,3265
2022,CA-602,Orange County CoC,45-54,2719
2022,CA-602,Orange County CoC,55-64,2556
2022,CA-602,Orange County CoC,65+,1211
2022,CA-602,Orange County CoC,Under 18,4468
2022,CA-602,Orange County CoC,Unknown,3906
2022,CA-603,Santa Barbara County CoC,18-24,282
2022,CA-603,Santa Barbara County CoC,25-34,679
2022,CA-603,Santa Barbara County CoC,35-44,703
2022,CA-603,Santa Barbara County CoC,45-54,608
2022,CA-603,Santa Barbara County CoC,55-64,641
2022,CA-603,Santa Barbara County CoC,65+,316
2022,CA-603,Santa Barbara County CoC,Under 18,711
2022,CA-603,Santa Barbara County CoC,Unknown,62
2022,CA-604,Kern County CoC,18-24,735
2022,CA-604,Kern County CoC,25-34,1563
2022,CA-604,Kern County CoC,35-44,1555
2022,CA-604,Kern County CoC,45-54,1196
2022,CA-604,Kern County CoC,55-64,987
2022,CA-604,Kern County CoC,65+,334
2022,CA-604,Kern County CoC,Under 18,2334
2022,CA-604,Kern County CoC,Unknown,164
2022,CA-606,Long Beach CoC (Los Angeles County),18-24,220
2022,CA-606,Long Beach CoC (Los Angeles County),25-34,621
2022,CA-606,Long Beach CoC (Los Angeles County),35-44,672
2022,CA-606,Long Beach CoC (Los Angeles County),45-54,633
2022,CA-606,Long Beach CoC (Los Angeles County),55-64,852
2022,CA-606,Long Beach CoC (Los Angeles County),65+,460
2022,CA-606,Long Beach CoC (Los Angeles County),Under 18,576
2022,CA-606,Long Beach CoC (Los Angeles County),Unknown,45
2022,CA-607,Pasadena CoC (Los Angeles County),18-24,113
2022,CA-607,Pasadena CoC (Los Angeles County),25-34,189
2022,CA-607,Pasadena CoC (Los Angeles County),35-44,186
2022,CA-607,Pasadena CoC (Los Angeles County),45-54,216
2022,CA-607,Pasadena CoC (Los Angeles County),55-64,260
2022,CA-607,Pasadena CoC (Los Angeles County),65+,116
2022,CA-607,Pasadena CoC (Los Angeles County),Under 18,187
2022,CA-607,Pasadena CoC (Los Angeles County),Unknown,54
2022,CA-608,Riverside County CoC,18-24,732
2022,CA-608,Riverside County CoC,25-34,1913
2022,CA-608,Riverside County CoC,35-44,1812
2022,CA-608,Riverside County CoC,45-54,1474
2022,CA-608,Riverside County CoC,55-64,1345
2022,CA-608,Riverside County CoC,65+,580
2022,CA-608,Riverside County CoC,Under 18,2807
2022,CA-608,Riverside County CoC,Unknown,238
2022,CA-609,San Bernardino County CoC,18-24,883
2022,CA-609,San Bernardino County CoC,25-34,1505
2022,CA-609,San Bernardino County CoC,35-44,1464
2022,CA-609,San Bernardino County CoC,45-54,1015
2022,CA-609,San Bernardino County CoC,55-64,1053
2022,CA-609,San Bernardino County CoC,65+,426
2022,CA-609,San Bernardino County CoC,Under 18,3243
2022,CA-609,San Bernardino County CoC,Unknown,150
2022,CA-611,Ventura County CoC,18-24,165
2022,CA-611,Ventura County CoC,25-34,416
2022,CA-611,Ventura County CoC,35-44,478
2022,CA-611,Ventura County CoC,45-54,578
2022,CA-611,Ventura County CoC,55-64,657
2022,CA-611,Ventura County CoC,65+,365
2022,CA-611,Ventura County CoC,Under 18,326
2022,CA-611,Ventura County CoC,Unknown,22
2022,CA-612,Glendale CoC (Los Angeles County),18-24,58
2022,CA-612,Glendale CoC (Los Angeles County),25-34,110
2022,CA-612,Glendale CoC (Los Angeles County),35-44,112
2022,CA-612,Glendale CoC (Los Angeles County),45-54,138
2022,CA-612,Glendale CoC (Los Angeles County),55-64,171
2022,CA-612,Glendale CoC (Los Angeles County),65+,98
2022,CA-612,Glendale CoC (Los Angeles County),Under 18,111
2022,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2022,CA-613,Imperial County CoC,18-24,162
2022,CA-613,Imperial County CoC,25-34,256
2022,CA-613,Imperial County CoC,35-44,206
2022,CA-613,Imperial County CoC,45-54,137
2022,CA-613,Imperial County CoC,55-64,123
2022,CA-613,Imperial County CoC,65+,60
2022,CA-613,Imperial County CoC,Under 18,848
2022,CA-613,Imperial County CoC,Unknown,66
2022,CA-614,San Luis Obispo County CoC,18-24,172
2022,CA-614,San Luis Obispo County CoC,25-34,507
2022,CA-614,San Luis Obispo County CoC,35-44,485
2022,CA-614,San Luis Obispo County CoC,45-54,394
2022,CA-614,San Luis Obispo County CoC,55-64,374
2022,CA-614,San Luis Obispo County CoC,65+,178
2022,CA-614,San Luis Obispo County CoC,Under 18,682
2022,CA-614,San Luis Obispo County CoC,Unknown,38
2023,All,California,18-24,23075
2023,All,California,25-34,51652
2023,All,California,35-44,54470
2023,All,California,45-54,44312
2023,All,California,55-64,40897
2023,All,California,65+,18023
2023,All,California,Under 18,64818
2023,All,California,Unknown,8685
2023,CA-500,Santa Clara County CoC,18-24,999
2023,CA-500,Santa Clara County CoC,25-34,2070
2023,CA-500,Santa Clara County CoC,35-44,2276
2023,CA-500,Santa Clara County CoC,45-54,1711
2023,CA-500,Santa Clara County CoC,55-64,1666
2023,CA-500,Santa Clara County CoC,65+,729
2023,CA-500,Santa Clara County CoC,Under 18,4130
2023,CA-500,Santa Clara County CoC,Unknown,223
2023,CA-501,San Francisco CoC,18-24,1597
2023,CA-501,San Francisco CoC,25-34,3420
2023,CA-501,San Francisco CoC,35-44,3373
2023,CA-501,San Francisco CoC,45-54,2352
2023,CA-501,San Francisco CoC,55-64,1807
2023,CA-501,San Francisco CoC,65+,763
2023,CA-501,San Francisco CoC,Under 18,3957
2023,CA-501,San Francisco CoC,Unknown,304
2023,CA-502,Alameda County CoC,18-24,878
2023,CA-502,Alameda County CoC,25-34,2119
2023,CA-502,Alameda County CoC,35-44,2101
2023,CA-502,Alameda County CoC,45-54,1886
2023,CA-502,Alameda County CoC,55-64,1913
2023,CA-502,Alameda County CoC,65+,814
2023,CA-502,Alameda County CoC,Under 18,2113
2023,CA-502,Alameda County CoC,Unknown,121
2023,CA-503,Sacramento County CoC,18-24,1050
2023,CA-503,Sacramento County CoC,25-34,1509
2023,CA-503,Sacramento County CoC,35-44,1636
2023,CA-503,Sacramento County CoC,45-54,1370
2023,CA-503,Sacramento County CoC,55-64,1365
2023,CA-503,Sacramento County CoC,65+,606
2023,CA-503,Sacramento County CoC,Under 18,3650
2023,CA-503,Sacramento County CoC,Unknown,173
2023,CA-504,Sonoma County CoC,18-24,313
2023,CA-504,Sonoma County CoC,25-34,499
2023,CA-504,Sonoma County CoC,35-44,667
2023,CA-504,Sonoma County CoC,45-54,611
2023,CA-504,Sonoma County CoC,55-64,591
2023,CA-504,Sonoma County CoC,65+,347
2023,CA-504,Sonoma County CoC,Under 18,660
2023,CA-504,Sonoma County CoC,Unknown,46
2023,CA-505,Contra Costa County CoC,18-24,898
2023,CA-505,Contra Costa County CoC,25-34,1881
2023,CA-505,Contra Costa County CoC,35-44,2000
2023,CA-505,Contra Costa County CoC,45-54,1801
2023,CA-505,Contra Costa County CoC,55-64,1727
2023,CA-505,Contra Costa County CoC,65+,748
2023,CA-505,Contra Costa County CoC,Under 18,1980
2023,CA-505,Contra Costa County CoC,Unknown,91
2023,CA-506,"Monterey, San Benito Counties CoC",18-24,254
2023,CA-506,"Monterey, San Benito Counties CoC",25-34,396
2023,CA-506,"Monterey, San Benito Counties CoC",35-44,475
2023,CA-506,"Monterey, San Benito Counties CoC",45-54,326
2023,CA-506,"Monterey, San Benito Counties CoC",55-64,301
2023,CA-506,"Monterey, San Benito Counties CoC",65+,168
2023,CA-506,"Monterey, San Benito Counties CoC",Under 18,580
2023,CA-506,"Monterey, San Benito Counties CoC",Unknown,46
2023,CA-507,Marin County CoC,18-24,87
2023,CA-507,Marin County CoC,25-34,230
2023,CA-507,Marin County CoC,35-44,237
2023,CA-507,Marin County CoC,45-54,200
2023,CA-507,Marin County CoC,55-64,256
2023,CA-507,Marin County CoC,65+,142
2023,CA-507,Marin County CoC,Under 18,373
2023,CA-507,Marin County CoC,Unknown,31
2023,CA-508,Santa Cruz County CoC,18-24,87
2023,CA-508,Santa Cruz County CoC,25-34,235
2023,CA-508,Santa Cruz County CoC,35-44,275
2023,CA-508,Santa Cruz County CoC,45-54,210
2023,CA-508,Santa Cruz County CoC,55-64,205
2023,CA-508,Santa Cruz County CoC,65+,141
2023,CA-508,Santa Cruz County CoC,Under 18,489
2023,CA-508,Santa Cruz County CoC,Unknown,38
2023,CA-509,Mendocino County CoC,18-24,80
2023,CA-509,Mendocino County CoC,25-34,229
2023,CA-509,Mendocino County CoC,35-44,253
2023,CA-509,Mendocino County CoC,45-54,194
2023,CA-509,Mendocino County CoC,55-64,153
2023,CA-509,Mendocino County CoC,65+,93
2023,CA-509,Mendocino County CoC,Under 18,309
2023,CA-509,Mendocino County CoC,Unknown,14
2023,CA-510,Stanislaus County CoC,18-24,483
2023,CA-510,Stanislaus County CoC,25-34,885
2023,CA-510,Stanislaus County CoC,35-44,964
2023,CA-510,Stanislaus County CoC,45-54,792
2023,CA-510,Stanislaus County CoC,55-64,745
2023,CA-510,Stanislaus County CoC,65+,259
