CALENDAR_YEAR,LOCATION_ID,LOCATION,RACE,RACE ALONE OR IN COMBINATION,EXPERIENCING_HOMELESSNESS_CNT
2018,CA-609,San Bernardino County CoC,Multiple Race,Race Combination,2781
2018,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2018,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,63
2018,CA-611,Ventura County CoC,Asian or Asian American,Race Alone,15
2018,CA-611,Ventura County CoC,Asian or Asian American,Race Combination,14
2018,CA-611,Ventura County CoC,"Black, African American, or African",Race Alone,112
2018,CA-611,Ventura County CoC,"Black, African American, or African",Race Combination,72
2018,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Alone,*
2018,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Combination,875
2018,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Alone,11
2018,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Combination,11
2018,CA-611,Ventura County CoC,White,Race Alone,638
2018,CA-611,Ventura County CoC,White,Race Combination,882
2018,CA-611,Ventura County CoC,Multiple Race,Race Alone,928
2018,CA-611,Ventura County CoC,Multiple Race,Race Combination,928
2018,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2018,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,16
2018,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Alone,*
2018,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2018,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Alone,112
2018,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Combination,30
2018,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,*
2018,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,236
2018,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,*
2018,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,*
2018,CA-612,Glendale CoC (Los Angeles County),White,Race Alone,118
2018,CA-612,Glendale CoC (Los Angeles County),White,Race Combination,218
2018,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Alone,249
2018,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Combination,249
2018,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2018,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,*
2018,CA-613,Imperial County CoC,Asian or Asian American,Race Alone,*
2018,CA-613,Imperial County CoC,Asian or Asian American,Race Combination,*
2018,CA-613,Imperial County CoC,"Black, African American, or African",Race Alone,33
2018,CA-613,Imperial County CoC,"Black, African American, or African",Race Combination,11
2018,CA-613,Imperial County CoC,Hispanic/Latina/e/o,Race Alone,*
2018,CA-613,Imperial County CoC,Hispanic/Latina/e/o,Race Combination,748
2018,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2018,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2018,CA-613,Imperial County CoC,White,Race Alone,58
2018,CA-613,Imperial County CoC,White,Race Combination,742
2018,CA-613,Imperial County CoC,Multiple Race,Race Alone,753
2018,CA-613,Imperial County CoC,Multiple Race,Race Combination,753
2018,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,28
2018,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,76
2018,CA-614,San Luis Obispo County CoC,Asian or Asian American,Race Alone,*
2018,CA-614,San Luis Obispo County CoC,Asian or Asian American,Race Combination,11
2018,CA-614,San Luis Obispo County CoC,"Black, African American, or African",Race Alone,77
2018,CA-614,San Luis Obispo County CoC,"Black, African American, or African",Race Combination,43
2018,CA-614,San Luis Obispo County CoC,Hispanic/Latina/e/o,Race Alone,129
2018,CA-614,San Luis Obispo County CoC,Hispanic/Latina/e/o,Race Combination,473
2018,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,Race Alone,14
2018,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,Race Combination,14
2018,CA-614,San Luis Obispo County CoC,White,Race Alone,955
2018,CA-614,San Luis Obispo County CoC,White,Race Combination,488
2018,CA-614,San Luis Obispo County CoC,Multiple Race,Race Alone,537
2018,CA-614,San Luis Obispo County CoC,Multiple Race,Race Combination,537
2019,All,California,"American Indian, Alaska Native, or Indigenous",Race Alone,2377
2019,All,California,"American Indian, Alaska Native, or Indigenous",Race Combination,8729
2019,All,California,Asian or Asian American,Race Alone,3577
2019,All,California,Asian or Asian American,Race Combination,1876
2019,All,California,"Black, African American, or African",Race Alone,70151
2019,All,California,"Black, African American, or African",Race Combination,9531
2019,All,California,Hispanic/Latina/e/o,Race Alone,5335
2019,All,California,Hispanic/Latina/e/o,Race Combination,74759
2019,All,California,Native Hawaiian or Pacific Islander,Race Alone,2222
2019,All,California,Native Hawaiian or Pacific Islander,Race Combination,2353
2019,All,California,White,Race Alone,66214
2019,All,California,White,Race Combination,70943
2019,All,California,Multiple Race,Race Alone,81662
2019,All,California,Multiple Race,Race Combination,81662
2019,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,119
2019,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,826
2019,CA-500,Santa Clara County CoC,Asian or Asian American,Race Alone,452
2019,CA-500,Santa Clara County CoC,Asian or Asian American,Race Combination,130
2019,CA-500,Santa Clara County CoC,"Black, African American, or African",Race Alone,1517
2019,CA-500,Santa Clara County CoC,"Black, African American, or African",Race Combination,434
2019,CA-500,Santa Clara County CoC,Hispanic/Latina/e/o,Race Alone,391
2019,CA-500,Santa Clara County CoC,Hispanic/Latina/e/o,Race Combination,4957
2019,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,Race Alone,143
2019,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,Race Combination,163
2019,CA-500,Santa Clara County CoC,White,Race Alone,2643
2019,CA-500,Santa Clara County CoC,White,Race Combination,4464
2019,CA-500,Santa Clara County CoC,Multiple Race,Race Alone,5283
2019,CA-500,Santa Clara County CoC,Multiple Race,Race Combination,5283
2019,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,133
2019,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,553
2019,CA-501,San Francisco CoC,Asian or Asian American,Race Alone,269
2019,CA-501,San Francisco CoC,Asian or Asian American,Race Combination,115
2019,CA-501,San Francisco CoC,"Black, African American, or African",Race Alone,3000
2019,CA-501,San Francisco CoC,"Black, African American, or African",Race Combination,473
2019,CA-501,San Francisco CoC,Hispanic/Latina/e/o,Race Alone,598
2019,CA-501,San Francisco CoC,Hispanic/Latina/e/o,Race Combination,1768
2019,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,Race Alone,182
2019,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,Race Combination,120
2019,CA-501,San Francisco CoC,White,Race Alone,1478
2019,CA-501,San Francisco CoC,White,Race Combination,1414
2019,CA-501,San Francisco CoC,Multiple Race,Race Alone,2096
2019,CA-501,San Francisco CoC,Multiple Race,Race Combination,2096
2019,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,95
2019,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,502
2019,CA-502,Alameda County CoC,Asian or Asian American,Race Alone,172
2019,CA-502,Alameda County CoC,Asian or Asian American,Race Combination,101
2019,CA-502,Alameda County CoC,"Black, African American, or African",Race Alone,4111
2019,CA-502,Alameda County CoC,"Black, African American, or African",Race Combination,587
2019,CA-502,Alameda County CoC,Hispanic/Latina/e/o,Race Alone,41
2019,CA-502,Alameda County CoC,Hispanic/Latina/e/o,Race Combination,1360
2019,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,Race Alone,128
2019,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,Race Combination,145
2019,CA-502,Alameda County CoC,White,Race Alone,1176
2019,CA-502,Alameda County CoC,White,Race Combination,1109
2019,CA-502,Alameda County CoC,Multiple Race,Race Alone,1779
2019,CA-502,Alameda County CoC,Multiple Race,Race Combination,1779
2019,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,142
2019,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,439
2019,CA-503,Sacramento County CoC,Asian or Asian American,Race Alone,142
2019,CA-503,Sacramento County CoC,Asian or Asian American,Race Combination,132
2019,CA-503,Sacramento County CoC,"Black, African American, or African",Race Alone,5022
2019,CA-503,Sacramento County CoC,"Black, African American, or African",Race Combination,897
2019,CA-503,Sacramento County CoC,Hispanic/Latina/e/o,Race Alone,74
2019,CA-503,Sacramento County CoC,Hispanic/Latina/e/o,Race Combination,1933
2019,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,Race Alone,123
2019,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,Race Combination,116
2019,CA-503,Sacramento County CoC,White,Race Alone,3329
2019,CA-503,Sacramento County CoC,White,Race Combination,2021
2019,CA-503,Sacramento County CoC,Multiple Race,Race Alone,2573
2019,CA-503,Sacramento County CoC,Multiple Race,Race Combination,2573
2019,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,113
2019,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,483
2019,CA-504,Sonoma County CoC,Asian or Asian American,Race Alone,29
2019,CA-504,Sonoma County CoC,Asian or Asian American,Race Combination,28
2019,CA-504,Sonoma County CoC,"Black, African American, or African",Race Alone,256
2019,CA-504,Sonoma County CoC,"Black, African American, or African",Race Combination,97
2019,CA-504,Sonoma County CoC,Hispanic/Latina/e/o,Race Alone,55
2019,CA-504,Sonoma County CoC,Hispanic/Latina/e/o,Race Combination,906
2019,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,Race Alone,41
2019,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,Race Combination,61
2019,CA-504,Sonoma County CoC,White,Race Alone,2129
2019,CA-504,Sonoma County CoC,White,Race Combination,774
2019,CA-504,Sonoma County CoC,Multiple Race,Race Alone,1095
2019,CA-504,Sonoma County CoC,Multiple Race,Race Combination,1095
2019,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,65
2019,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,539
2019,CA-505,Contra Costa County CoC,Asian or Asian American,Race Alone,97
2019,CA-505,Contra Costa County CoC,Asian or Asian American,Race Combination,72
2019,CA-505,Contra Costa County CoC,"Black, African American, or African",Race Alone,2340
2019,CA-505,Contra Costa County CoC,"Black, African American, or African",Race Combination,311
2019,CA-505,Contra Costa County CoC,Hispanic/Latina/e/o,Race Alone,50
2019,CA-505,Contra Costa County CoC,Hispanic/Latina/e/o,Race Combination,1121
2019,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,Race Alone,91
2019,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,Race Combination,99
2019,CA-505,Contra Costa County CoC,White,Race Alone,1969
2019,CA-505,Contra Costa County CoC,White,Race Combination,797
2019,CA-505,Contra Costa County CoC,Multiple Race,Race Alone,1373
2019,CA-505,Contra Costa County CoC,Multiple Race,Race Combination,1373
2019,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,25
2019,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,65
2019,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,Race Alone,13
2019,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,Race Combination,20
2019,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",Race Alone,133
2019,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",Race Combination,80
2019,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latina/e/o,Race Alone,17
2019,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latina/e/o,Race Combination,1107
2019,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,22
2019,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,18
2019,CA-506,"Monterey, San Benito Counties CoC",White,Race Alone,393
2019,CA-506,"Monterey, San Benito Counties CoC",White,Race Combination,1057
2019,CA-506,"Monterey, San Benito Counties CoC",Multiple Race,Race Alone,1156
2019,CA-506,"Monterey, San Benito Counties CoC",Multiple Race,Race Combination,1156
2019,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,19
2019,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,18
2019,CA-507,Marin County CoC,Asian or Asian American,Race Alone,26
2019,CA-507,Marin County CoC,Asian or Asian American,Race Combination,*
2019,CA-507,Marin County CoC,"Black, African American, or African",Race Alone,261
2019,CA-507,Marin County CoC,"Black, African American, or African",Race Combination,76
2019,CA-507,Marin County CoC,Hispanic/Latina/e/o,Race Alone,68
2019,CA-507,Marin County CoC,Hispanic/Latina/e/o,Race Combination,278
2019,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,Race Combination,16
2019,CA-507,Marin County CoC,White,Race Alone,536
2019,CA-507,Marin County CoC,White,Race Combination,271
2019,CA-507,Marin County CoC,Multiple Race,Race Alone,322
2019,CA-507,Marin County CoC,Multiple Race,Race Combination,322
2019,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,29
2019,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,170
2019,CA-508,Santa Cruz County CoC,Asian or Asian American,Race Alone,11
2019,CA-508,Santa Cruz County CoC,Asian or Asian American,Race Combination,18
2019,CA-508,Santa Cruz County CoC,"Black, African American, or African",Race Alone,92
2019,CA-508,Santa Cruz County CoC,"Black, African American, or African",Race Combination,58
2019,CA-508,Santa Cruz County CoC,Hispanic/Latina/e/o,Race Alone,58
2019,CA-508,Santa Cruz County CoC,Hispanic/Latina/e/o,Race Combination,842
2019,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,Race Alone,19
2019,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,Race Combination,24
2019,CA-508,Santa Cruz County CoC,White,Race Alone,1012
2019,CA-508,Santa Cruz County CoC,White,Race Combination,795
2019,CA-508,Santa Cruz County CoC,Multiple Race,Race Alone,931
2019,CA-508,Santa Cruz County CoC,Multiple Race,Race Combination,931
2019,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,52
2019,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,52
2019,CA-509,Mendocino County CoC,Asian or Asian American,Race Alone,*
2019,CA-509,Mendocino County CoC,Asian or Asian American,Race Combination,*
2019,CA-509,Mendocino County CoC,"Black, African American, or African",Race Alone,18
2019,CA-509,Mendocino County CoC,"Black, African American, or African",Race Combination,13
2019,CA-509,Mendocino County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-509,Mendocino County CoC,Hispanic/Latina/e/o,Race Combination,113
2019,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-509,Mendocino County CoC,White,Race Alone,471
2019,CA-509,Mendocino County CoC,White,Race Combination,116
2019,CA-509,Mendocino County CoC,Multiple Race,Race Alone,145
2019,CA-509,Mendocino County CoC,Multiple Race,Race Combination,145
2019,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,59
2019,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,335
2019,CA-510,Stanislaus County CoC,Asian or Asian American,Race Alone,74
2019,CA-510,Stanislaus County CoC,Asian or Asian American,Race Combination,107
2019,CA-510,Stanislaus County CoC,"Black, African American, or African",Race Alone,763
2019,CA-510,Stanislaus County CoC,"Black, African American, or African",Race Combination,387
2019,CA-510,Stanislaus County CoC,Hispanic/Latina/e/o,Race Alone,43
2019,CA-510,Stanislaus County CoC,Hispanic/Latina/e/o,Race Combination,2561
2019,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,Race Alone,40
2019,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,Race Combination,103
2019,CA-510,Stanislaus County CoC,White,Race Alone,2357
2019,CA-510,Stanislaus County CoC,White,Race Combination,2608
2019,CA-510,Stanislaus County CoC,Multiple Race,Race Alone,2893
2019,CA-510,Stanislaus County CoC,Multiple Race,Race Combination,2893
2019,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,87
2019,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,337
2019,CA-511,San Joaquin County CoC,Asian or Asian American,Race Alone,208
2019,CA-511,San Joaquin County CoC,Asian or Asian American,Race Combination,150
2019,CA-511,San Joaquin County CoC,"Black, African American, or African",Race Alone,3580
2019,CA-511,San Joaquin County CoC,"Black, African American, or African",Race Combination,591
2019,CA-511,San Joaquin County CoC,Hispanic/Latina/e/o,Race Alone,89
2019,CA-511,San Joaquin County CoC,Hispanic/Latina/e/o,Race Combination,3744
2019,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,Race Alone,114
2019,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,Race Combination,159
2019,CA-511,San Joaquin County CoC,White,Race Alone,2685
2019,CA-511,San Joaquin County CoC,White,Race Combination,3827
2019,CA-511,San Joaquin County CoC,Multiple Race,Race Alone,4162
2019,CA-511,San Joaquin County CoC,Multiple Race,Race Combination,4162
2019,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,37
2019,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,250
2019,CA-512,San Mateo County CoC,Asian or Asian American,Race Alone,190
2019,CA-512,San Mateo County CoC,Asian or Asian American,Race Combination,62
2019,CA-512,San Mateo County CoC,"Black, African American, or African",Race Alone,733
2019,CA-512,San Mateo County CoC,"Black, African American, or African",Race Combination,124
2019,CA-512,San Mateo County CoC,Hispanic/Latina/e/o,Race Alone,33
2019,CA-512,San Mateo County CoC,Hispanic/Latina/e/o,Race Combination,1535
2019,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,Race Alone,328
2019,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,Race Combination,58
2019,CA-512,San Mateo County CoC,White,Race Alone,1307
2019,CA-512,San Mateo County CoC,White,Race Combination,1377
2019,CA-512,San Mateo County CoC,Multiple Race,Race Alone,1663
2019,CA-512,San Mateo County CoC,Multiple Race,Race Combination,1663
2019,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,56
2019,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,114
2019,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,Race Alone,18
2019,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,Race Combination,*
2019,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",Race Alone,358
2019,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",Race Combination,84
2019,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latina/e/o,Race Alone,62
2019,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latina/e/o,Race Combination,1708
2019,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,22
2019,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,34
2019,CA-513,"Kings, Tulare Counties CoC",White,Race Alone,1145
2019,CA-513,"Kings, Tulare Counties CoC",White,Race Combination,1631
2019,CA-513,"Kings, Tulare Counties CoC",Multiple Race,Race Alone,1771
2019,CA-513,"Kings, Tulare Counties CoC",Multiple Race,Race Combination,1771
2019,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,51
2019,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,109
2019,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,Race Alone,47
2019,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,Race Combination,14
2019,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",Race Alone,579
2019,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",Race Combination,88
2019,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latina/e/o,Race Alone,12
2019,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latina/e/o,Race Combination,1158
2019,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,18
2019,CA-514,"Fresno, Madera Counties CoC",White,Race Alone,697
2019,CA-514,"Fresno, Madera Counties CoC",White,Race Combination,1094
2019,CA-514,"Fresno, Madera Counties CoC",Multiple Race,Race Alone,1221
2019,CA-514,"Fresno, Madera Counties CoC",Multiple Race,Race Combination,1221
2019,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,40
2019,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,124
2019,CA-515,Placer County CoC,Asian or Asian American,Race Alone,18
2019,CA-515,Placer County CoC,Asian or Asian American,Race Combination,29
2019,CA-515,Placer County CoC,"Black, African American, or African",Race Alone,118
2019,CA-515,Placer County CoC,"Black, African American, or African",Race Combination,92
2019,CA-515,Placer County CoC,Hispanic/Latina/e/o,Race Alone,17
2019,CA-515,Placer County CoC,Hispanic/Latina/e/o,Race Combination,301
2019,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,Race Combination,17
2019,CA-515,Placer County CoC,White,Race Alone,1012
2019,CA-515,Placer County CoC,White,Race Combination,377
2019,CA-515,Placer County CoC,Multiple Race,Race Alone,439
2019,CA-515,Placer County CoC,Multiple Race,Race Combination,439
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,25
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,69
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,Race Alone,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,Race Combination,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",Race Alone,43
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",Race Combination,15
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latina/e/o,Race Combination,56
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,Race Alone,478
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,Race Combination,112
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Race,Race Alone,126
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Race,Race Combination,126
2019,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,18
2019,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,73
2019,CA-517,Napa County CoC,Asian or Asian American,Race Alone,*
2019,CA-517,Napa County CoC,Asian or Asian American,Race Combination,*
2019,CA-517,Napa County CoC,"Black, African American, or African",Race Alone,46
2019,CA-517,Napa County CoC,"Black, African American, or African",Race Combination,18
2019,CA-517,Napa County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-517,Napa County CoC,Hispanic/Latina/e/o,Race Combination,282
2019,CA-517,Napa County CoC,Native Hawaiian or Pacific Islander,Race Alone,14
2019,CA-517,Napa County CoC,Native Hawaiian or Pacific Islander,Race Combination,13
2019,CA-517,Napa County CoC,White,Race Alone,525
2019,CA-517,Napa County CoC,White,Race Combination,238
2019,CA-517,Napa County CoC,Multiple Race,Race Alone,307
2019,CA-517,Napa County CoC,Multiple Race,Race Combination,307
2019,CA-518,Solano County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2019,CA-518,Solano County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,60
2019,CA-518,Solano County CoC,Asian or Asian American,Race Alone,12
2019,CA-518,Solano County CoC,Asian or Asian American,Race Combination,15
2019,CA-518,Solano County CoC,"Black, African American, or African",Race Alone,444
2019,CA-518,Solano County CoC,"Black, African American, or African",Race Combination,91
2019,CA-518,Solano County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-518,Solano County CoC,Hispanic/Latina/e/o,Race Combination,203
2019,CA-518,Solano County CoC,Native Hawaiian or Pacific Islander,Race Alone,19
2019,CA-518,Solano County CoC,Native Hawaiian or Pacific Islander,Race Combination,25
2019,CA-518,Solano County CoC,White,Race Alone,361
2019,CA-518,Solano County CoC,White,Race Combination,241
2019,CA-518,Solano County CoC,Multiple Race,Race Alone,307
2019,CA-518,Solano County CoC,Multiple Race,Race Combination,307
2019,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,62
2019,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,79
2019,CA-519,Butte County CoC,Asian or Asian American,Race Alone,15
2019,CA-519,Butte County CoC,Asian or Asian American,Race Combination,*
2019,CA-519,Butte County CoC,"Black, African American, or African",Race Alone,121
2019,CA-519,Butte County CoC,"Black, African American, or African",Race Combination,63
2019,CA-519,Butte County CoC,Hispanic/Latina/e/o,Race Alone,*
2019,CA-519,Butte County CoC,Hispanic/Latina/e/o,Race Combination,206
2019,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2019,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,Race Combination,14
2019,CA-519,Butte County CoC,White,Race Alone,1244
2019,CA-519,Butte County CoC,White,Race Combination,238
2019,CA-519,Butte County CoC,Multiple Race,Race Alone,284
2019,CA-519,Butte County CoC,Multiple Race,Race Combination,284
2019,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,27
2019,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,226
2019,CA-520,Merced County CoC,Asian or Asian American,Race Alone,55
2019,CA-520,Merced County CoC,Asian or Asian American,Race Combination,35
