,AGE,GENDER,VETERAN,INCOME,NIGHTS,substanceabuse,completed,probation,assistancetype,required,AT_RISK_OF_HOMELESSNESS,INCOME_PER_NIGHT,AGE_GROUP
1300,57,Female,Yes,21500,12,0,0,1,noassistance,0,0,1791.67,56-70
1301,32,Female,No,28000,78,0,1,1,noassistance,1,0,358.97,26-40
1302,38,Male,No,0,172,0,0,0,noassistance,0,0,0.0,26-40
1303,64,Male,No,47000,96,1,1,0,tempassistance,1,0,489.58,56-70
1304,26,Male,Yes,40500,306,0,0,1,permassistance,0,0,132.35,26-40
1305,26,Male,No,6500,273,0,1,0,noassistance,1,0,23.81,26-40
1306,27,Female,No,0,179,0,1,0,noassistance,1,0,0.0,26-40
1307,69,Female,No,0,64,1,1,0,noassistance,0,0,0.0,56-70
1308,43,Male,No,0,132,1,0,0,noassistance,1,0,0.0,41-55
1309,58,Female,No,0,343,0,1,0,noassistance,1,0,0.0,56-70
1310,52,Male,No,20000,272,1,1,0,tempassistance,1,0,73.53,41-55
1311,69,Male,No,3000,319,0,0,0,noassistance,1,0,9.4,56-70
1312,42,Male,No,10000,332,0,0,0,noassistance,0,0,30.12,41-55
1313,43,Female,No,49500,341,0,0,1,noassistance,1,0,145.16,41-55
1314,28,Male,No,30500,109,0,0,0,noassistance,0,0,279.82,26-40
1315,55,Male,No,47000,273,0,0,0,noassistance,1,0,172.16,41-55
1316,19,Male,No,0,168,1,1,0,noassistance,1,0,0.0,18-25
1317,24,Female,No,11500,180,1,0,0,noassistance,1,0,63.89,18-25
1318,35,Female,No,22500,58,0,1,0,noassistance,1,0,387.93,26-40
1319,44,Female,No,0,79,0,1,0,noassistance,0,1,0.0,41-55
1320,51,Female,No,0,61,0,1,0,noassistance,0,0,0.0,41-55
1321,44,Female,No,29500,121,0,0,0,tempassistance,1,1,243.8,41-55
1322,34,Male,No,28000,207,0,1,0,noassistance,1,0,135.27,26-40
1323,60,Male,No,13500,34,0,0,0,noassistance,1,0,397.06,56-70
1324,61,Male,No,18500,70,1,0,0,noassistance,1,0,264.29,56-70
1325,68,Male,No,13500,17,1,0,0,tempassistance,0,0,794.12,56-70
1326,41,Female,No,0,20,0,1,1,noassistance,0,0,0.0,41-55
1327,42,Male,No,8500,315,0,1,0,tempassistance,1,0,26.98,41-55
1328,24,Female,No,0,69,0,0,0,noassistance,0,0,0.0,18-25
1329,69,Female,No,0,215,0,0,0,tempassistance,1,0,0.0,56-70
1330,23,Male,No,47500,161,0,0,0,noassistance,1,0,295.03,18-25
1331,41,Male,No,25000,102,0,1,0,tempassistance,0,1,245.1,41-55
1332,50,Male,No,33500,206,0,1,0,tempassistance,1,0,162.62,41-55
1333,66,Female,No,7500,145,1,0,0,noassistance,1,0,51.72,56-70
1334,46,Male,Yes,12500,57,0,0,1,tempassistance,1,1,219.3,41-55
1335,60,Female,No,2500,83,1,1,0,noassistance,1,0,30.12,56-70
1336,39,Female,No,0,269,0,0,0,noassistance,1,0,0.0,26-40
1337,43,Male,Yes,0,187,1,0,0,noassistance,1,0,0.0,41-55
1338,45,Male,No,37500,6,0,1,0,tempassistance,1,0,6250.0,41-55
1339,67,Male,No,30000,353,0,0,0,noassistance,1,0,84.99,56-70
1340,38,Male,No,22000,350,0,1,1,tempassistance,1,0,62.86,26-40
1341,66,Male,No,17500,110,0,0,0,noassistance,1,0,159.09,56-70
1342,24,Male,No,45500,138,0,1,1,noassistance,1,0,329.71,18-25
1343,34,Male,No,0,51,1,1,0,tempassistance,0,0,0.0,26-40
1344,37,Male,No,5500,51,1,1,0,permassistance,0,0,107.84,26-40
1345,58,Male,Yes,9500,87,0,1,0,tempassistance,1,1,109.2,56-70
1346,66,Other,No,36500,68,0,0,0,noassistance,0,0,536.76,56-70
1347,37,Female,No,50000,84,0,0,0,permassistance,1,0,595.24,26-40
1348,39,Male,No,3000,42,1,0,0,noassistance,1,0,71.43,26-40
1349,45,Male,No,42500,219,1,0,0,noassistance,1,0,194.06,41-55
1350,57,Female,No,39500,57,0,0,0,noassistance,1,0,692.98,56-70
1351,66,Male,No,2000,226,0,1,0,noassistance,1,1,8.85,56-70
1352,24,Female,No,12500,196,1,0,0,permassistance,1,0,63.78,18-25
1353,18,Male,No,13500,248,0,0,0,noassistance,1,0,54.44,18-25
1354,49,Male,Yes,49000,166,0,1,0,noassistance,1,0,295.18,41-55
1355,30,Female,No,0,62,0,1,0,noassistance,1,0,0.0,26-40
1356,47,Female,No,37500,263,1,0,0,tempassistance,1,0,142.59,41-55
1357,40,Male,No,8500,112,0,0,0,tempassistance,1,0,75.89,26-40
1358,68,Female,No,33500,253,1,0,1,tempassistance,1,0,132.41,56-70
1359,36,Female,No,14000,199,0,0,1,permassistance,1,0,70.35,26-40
1360,49,Female,No,24000,178,0,1,0,tempassistance,0,0,134.83,41-55
1361,47,Male,Yes,40000,26,0,0,0,permassistance,1,1,1538.46,41-55
1362,46,Male,No,38000,246,1,1,0,noassistance,1,0,154.47,41-55
1363,66,Male,No,42000,19,0,1,1,permassistance,1,0,2210.53,56-70
1364,62,Female,No,0,265,0,1,0,noassistance,0,0,0.0,56-70
1365,46,Male,No,31000,317,0,0,1,tempassistance,1,0,97.79,41-55
1366,47,Male,No,0,20,0,1,1,noassistance,1,0,0.0,41-55
1367,33,Female,No,13500,106,1,1,0,noassistance,1,0,127.36,26-40
1368,57,Male,No,22000,237,0,1,0,noassistance,1,0,92.83,56-70
1369,36,Male,No,13000,306,1,1,0,noassistance,1,0,42.48,26-40
1370,35,Male,No,20000,246,1,1,0,tempassistance,1,0,81.3,26-40
1371,18,Female,No,50000,81,0,1,0,noassistance,1,0,617.28,18-25
1372,31,Female,No,0,150,1,1,0,tempassistance,1,0,0.0,26-40
1373,68,Female,No,30000,10,0,1,0,permassistance,1,0,3000.0,56-70
1374,64,Female,No,12500,321,0,1,0,tempassistance,0,0,38.94,56-70
1375,67,Male,No,0,224,0,1,0,noassistance,1,0,0.0,56-70
1376,19,Female,No,0,264,1,1,1,tempassistance,0,0,0.0,18-25
1377,45,Male,No,47000,149,0,1,0,noassistance,0,0,315.44,41-55
1378,66,Female,No,42500,278,0,0,0,tempassistance,0,0,152.88,56-70
1379,67,Female,No,44500,274,1,1,0,noassistance,0,0,162.41,56-70
1380,47,Male,No,49500,194,1,1,0,noassistance,1,0,255.15,41-55
1381,55,Female,No,1000,172,0,1,1,tempassistance,0,0,5.81,41-55
1382,68,Male,No,10000,265,0,1,0,tempassistance,1,0,37.74,56-70
1383,21,Female,No,29500,310,0,0,0,noassistance,0,1,95.16,18-25
1384,18,Female,No,18000,26,0,0,0,tempassistance,1,0,692.31,18-25
1385,25,Male,No,14000,350,0,1,0,noassistance,1,1,40.0,18-25
1386,46,Male,Yes,10000,356,0,1,0,noassistance,0,1,28.09,41-55
1387,56,Female,No,25000,26,0,0,0,tempassistance,1,0,961.54,56-70
1388,20,Female,No,23500,34,1,1,0,tempassistance,0,0,691.18,18-25
1389,49,Male,No,0,264,0,1,0,permassistance,1,0,0.0,41-55
1390,27,Male,No,17000,138,0,1,0,tempassistance,1,0,123.19,26-40
1391,27,Male,No,22500,304,0,1,0,tempassistance,1,0,74.01,26-40
1392,36,Female,Yes,23500,183,0,0,0,tempassistance,1,1,128.42,26-40
1393,63,Other,No,1000,363,0,1,0,tempassistance,0,0,2.75,56-70
1394,51,Female,No,34000,242,0,1,0,tempassistance,0,0,140.5,41-55
1395,50,Female,Yes,0,54,0,1,0,noassistance,0,0,0.0,41-55
1396,40,Male,No,10000,168,0,1,1,noassistance,0,0,59.52,26-40
1397,45,Female,No,36500,119,0,0,1,noassistance,1,0,306.72,41-55
1398,49,Female,No,23000,143,0,1,0,tempassistance,1,0,160.84,41-55
1399,67,Female,No,4000,81,0,1,0,tempassistance,1,0,49.38,56-70
1400,24,Female,No,31000,245,0,1,0,noassistance,1,0,126.53,18-25
1401,46,Male,No,23000,352,0,1,1,noassistance,1,0,65.34,41-55
1402,25,Male,No,37500,358,0,1,0,tempassistance,1,0,104.75,18-25
1403,18,Female,No,33500,62,1,1,1,permassistance,1,0,540.32,18-25
1404,20,Male,Yes,26000,46,0,1,0,noassistance,1,0,565.22,18-25
1405,41,Male,No,18500,87,1,1,0,noassistance,1,0,212.64,41-55
1406,40,Male,Yes,0,99,1,0,0,tempassistance,1,0,0.0,26-40
1407,25,Female,No,4000,295,1,0,0,noassistance,0,0,13.56,18-25
1408,64,Other,No,14000,53,0,1,0,noassistance,1,1,264.15,56-70
1409,54,Male,No,25000,192,1,1,1,noassistance,1,0,130.21,41-55
1410,20,Female,No,20000,80,1,0,0,noassistance,0,0,250.0,18-25
1411,68,Female,No,6000,16,0,1,0,tempassistance,1,1,375.0,56-70
1412,50,Female,No,0,360,0,1,0,noassistance,1,1,0.0,41-55
1413,45,Male,No,19000,326,1,1,0,noassistance,0,0,58.28,41-55
1414,64,Female,No,5500,194,0,0,0,noassistance,1,0,28.35,56-70
1415,25,Male,No,33500,141,0,0,0,noassistance,1,0,237.59,18-25
1416,51,Female,No,0,108,1,1,0,noassistance,1,0,0.0,41-55
1417,52,Male,No,24500,303,0,0,0,tempassistance,1,0,80.86,41-55
1418,49,Female,No,46500,265,0,1,0,tempassistance,1,0,175.47,41-55
1419,41,Male,No,0,290,0,1,1,noassistance,1,0,0.0,41-55
1420,31,Male,No,17000,209,0,1,0,tempassistance,0,0,81.34,26-40
1421,49,Female,No,0,165,1,1,0,tempassistance,1,0,0.0,41-55
1422,63,Female,No,27000,342,0,0,0,permassistance,1,0,78.95,56-70
1423,60,Female,Yes,22000,320,1,0,0,noassistance,1,1,68.75,56-70
1424,33,Male,No,13000,152,0,1,0,tempassistance,0,0,85.53,26-40
1425,21,Male,No,20500,290,0,1,0,noassistance,1,0,70.69,18-25
1426,69,Female,Yes,44000,268,0,0,0,tempassistance,1,0,164.18,56-70
1427,54,Female,No,0,151,0,0,1,tempassistance,1,0,0.0,41-55
1428,38,Female,No,0,207,1,0,0,tempassistance,1,0,0.0,26-40
1429,31,Male,No,41500,255,0,1,0,tempassistance,1,0,162.75,26-40
1430,48,Male,No,24000,353,1,0,0,noassistance,1,0,67.99,41-55
1431,65,Male,No,43500,141,0,0,0,noassistance,1,0,308.51,56-70
1432,35,Female,No,25000,343,0,1,0,noassistance,1,0,72.89,26-40
1433,24,Female,No,38500,358,0,0,0,tempassistance,1,0,107.54,18-25
1434,27,Male,No,14500,96,1,1,0,noassistance,1,0,151.04,26-40
1435,24,Female,No,34500,227,0,0,0,tempassistance,1,0,151.98,18-25
1436,50,Male,No,45000,193,0,1,0,tempassistance,1,0,233.16,41-55
1437,40,Female,No,23500,303,0,0,0,noassistance,0,0,77.56,26-40
1438,38,Female,No,0,314,0,0,0,noassistance,1,0,0.0,26-40
1439,36,Male,No,4500,118,0,1,0,tempassistance,0,0,38.14,26-40
1440,65,Other,No,0,5,0,0,0,tempassistance,1,0,0.0,56-70
1441,36,Male,No,3000,352,1,1,0,noassistance,1,0,8.52,26-40
1442,53,Female,No,7000,243,0,0,1,permassistance,0,1,28.81,41-55
1443,46,Female,No,22500,21,0,0,1,noassistance,1,0,1071.43,41-55
1444,35,Male,No,24500,152,0,1,0,noassistance,1,0,161.18,26-40
1445,19,Male,No,14500,128,0,1,0,noassistance,1,1,113.28,18-25
1446,18,Male,No,26000,124,0,0,0,tempassistance,1,0,209.68,18-25
1447,64,Female,No,0,146,1,1,0,noassistance,0,0,0.0,56-70
1448,22,Male,No,0,277,1,1,0,tempassistance,1,0,0.0,18-25
1449,37,Male,No,0,310,0,0,0,tempassistance,0,0,0.0,26-40
1450,28,Male,No,20000,152,0,1,0,noassistance,0,0,131.58,26-40
1451,59,Male,No,1000,360,1,0,0,permassistance,1,0,2.78,56-70
1452,19,Female,No,5500,111,1,0,0,tempassistance,1,0,49.55,18-25
1453,20,Male,Yes,13000,116,0,0,0,noassistance,1,0,112.07,18-25
1454,40,Male,No,38500,188,0,1,0,noassistance,1,0,204.79,26-40
1455,29,Male,No,0,57,1,0,0,tempassistance,1,1,0.0,26-40
1456,37,Male,No,28500,251,0,1,0,tempassistance,1,0,113.55,26-40
1457,22,Male,No,29500,150,0,0,0,tempassistance,1,0,196.67,18-25
1458,54,Male,No,37500,162,1,0,0,tempassistance,1,0,231.48,41-55
1459,55,Female,No,46000,120,1,1,0,noassistance,1,0,383.33,41-55
1460,47,Female,No,0,70,0,1,0,noassistance,1,0,0.0,41-55
1461,26,Female,No,0,351,0,0,0,noassistance,1,0,0.0,26-40
1462,51,Female,No,43000,99,0,0,0,tempassistance,0,1,434.34,41-55
1463,61,Female,No,16500,167,1,1,1,tempassistance,0,0,98.8,56-70
1464,52,Female,No,23000,298,1,0,0,tempassistance,1,0,77.18,41-55
1465,69,Female,No,29000,151,1,1,0,tempassistance,0,0,192.05,56-70
1466,39,Female,No,30000,326,0,1,0,tempassistance,1,0,92.02,26-40
1467,61,Female,No,46000,2,0,1,0,permassistance,0,1,23000.0,56-70
1468,41,Female,No,50000,152,0,1,0,tempassistance,1,1,328.95,41-55
1469,34,Male,No,33000,65,0,1,1,noassistance,1,0,507.69,26-40
1470,27,Male,No,5500,326,0,0,1,noassistance,1,0,16.87,26-40
1471,47,Female,No,42500,69,0,0,1,noassistance,1,0,615.94,41-55
1472,63,Male,No,0,121,0,0,0,tempassistance,0,0,0.0,56-70
1473,40,Male,No,2000,109,1,0,1,noassistance,1,1,18.35,26-40
1474,49,Female,No,44000,316,0,1,1,noassistance,1,0,139.24,41-55
1475,34,Male,No,4000,247,1,0,0,tempassistance,1,0,16.19,26-40
1476,67,Male,No,1500,93,0,1,0,noassistance,1,0,16.13,56-70
1477,68,Male,Yes,0,268,1,1,0,noassistance,1,1,0.0,56-70
1478,34,Female,No,41500,103,0,1,0,noassistance,0,0,402.91,26-40
1479,31,Male,No,19000,112,0,1,0,tempassistance,1,0,169.64,26-40
1480,26,Female,No,30000,321,0,1,1,permassistance,1,0,93.46,26-40
1481,57,Male,No,2500,304,0,0,1,noassistance,0,0,8.22,56-70
1482,19,Other,Yes,35000,344,0,1,1,permassistance,1,1,101.74,18-25
1483,62,Male,No,35500,62,1,0,0,noassistance,1,0,572.58,56-70
1484,42,Male,No,7500,300,0,1,0,noassistance,1,0,25.0,41-55
1485,56,Female,No,13500,136,0,0,0,tempassistance,1,0,99.26,56-70
1486,26,Other,No,1000,55,0,0,0,noassistance,1,0,18.18,26-40
1487,39,Male,No,49000,108,0,0,0,noassistance,1,0,453.7,26-40
1488,60,Female,No,28000,303,1,1,0,tempassistance,1,0,92.41,56-70
1489,63,Male,No,46000,258,0,1,0,tempassistance,0,0,178.29,56-70
1490,21,Female,No,6500,253,0,0,0,noassistance,1,0,25.69,18-25
1491,43,Female,No,36500,222,1,0,0,noassistance,0,0,164.41,41-55
1492,46,Male,No,35500,167,0,0,1,tempassistance,1,0,212.57,41-55
1493,62,Female,No,31000,160,1,0,0,tempassistance,1,0,193.75,56-70
1494,51,Male,Yes,48000,166,0,1,0,noassistance,1,1,289.16,41-55
1495,40,Female,No,12500,205,0,0,1,noassistance,1,0,60.98,26-40
1496,54,Female,No,0,267,0,1,0,tempassistance,1,0,0.0,41-55
1497,28,Male,No,29500,138,0,0,0,noassistance,1,0,213.77,26-40
1498,23,Female,No,33500,346,1,1,0,tempassistance,0,0,96.82,18-25
1499,35,Male,No,23500,248,0,0,0,tempassistance,1,0,94.76,26-40
1500,38,Male,No,500,55,0,1,0,noassistance,1,1,9.09,26-40
1501,59,Male,No,19500,209,0,1,1,tempassistance,1,0,93.3,56-70
1502,53,Male,No,7500,17,0,0,0,noassistance,0,0,441.18,41-55
1503,58,Male,No,14500,68,1,0,0,tempassistance,1,0,213.24,56-70
1504,55,Female,No,28000,133,0,0,0,noassistance,1,0,210.53,41-55
1505,51,Male,No,34500,188,1,0,0,tempassistance,0,0,183.51,41-55
1506,34,Female,No,2500,308,1,0,0,tempassistance,0,1,8.12,26-40
1507,54,Male,No,13000,138,0,0,0,noassistance,1,0,94.2,41-55
1508,42,Male,Yes,4500,174,1,0,0,permassistance,1,1,25.86,41-55
1509,55,Male,No,0,97,0,0,0,noassistance,1,0,0.0,41-55
1510,29,Male,No,36500,171,0,0,0,noassistance,0,0,213.45,26-40
1511,40,Male,No,44500,154,0,0,0,noassistance,1,0,288.96,26-40
1512,59,Male,Yes,11000,183,0,0,0,noassistance,1,1,60.11,56-70
1513,39,Male,No,34500,242,1,1,0,noassistance,1,0,142.56,26-40
1514,38,Female,No,44000,304,0,1,0,noassistance,1,0,144.74,26-40
1515,44,Female,No,40500,285,0,1,0,noassistance,1,0,142.11,41-55
1516,48,Female,No,0,27,0,0,1,noassistance,1,0,0.0,41-55
1517,23,Male,No,47500,360,0,0,0,tempassistance,1,0,131.94,18-25
1518,44,Female,No,11500,60,0,0,1,noassistance,0,0,191.67,41-55
1519,57,Female,No,9000,202,1,1,0,tempassistance,0,0,44.55,56-70
1520,51,Female,No,0,250,0,1,1,tempassistance,0,0,0.0,41-55
1521,29,Male,No,18000,362,1,0,0,permassistance,0,0,49.72,26-40
1522,62,Male,No,0,69,1,1,0,noassistance,1,1,0.0,56-70
1523,24,Female,No,3500,21,0,1,1,noassistance,1,0,166.67,18-25
1524,27,Female,No,7500,152,0,1,0,noassistance,1,0,49.34,26-40
1525,62,Female,No,38500,102,0,0,1,tempassistance,1,1,377.45,56-70
1526,34,Female,No,42500,95,1,0,0,permassistance,1,0,447.37,26-40
1527,43,Female,No,6500,361,0,0,0,noassistance,1,0,18.01,41-55
1528,38,Male,No,41500,229,0,0,0,tempassistance,0,0,181.22,26-40
1529,45,Other,No,41500,125,0,1,0,tempassistance,1,1,332.0,41-55
1530,63,Female,Yes,35500,258,0,0,0,permassistance,1,1,137.6,56-70
1531,19,Female,No,0,322,0,1,1,noassistance,1,0,0.0,18-25
1532,60,Female,No,31000,236,0,0,0,permassistance,0,0,131.36,56-70
1533,18,Female,Yes,47000,162,0,0,0,permassistance,0,1,290.12,18-25
1534,68,Female,Yes,30500,42,0,0,0,noassistance,1,1,726.19,56-70
1535,53,Female,No,8500,276,0,0,0,tempassistance,1,0,30.8,41-55
1536,68,Female,No,19000,353,0,1,0,noassistance,1,0,53.82,56-70
1537,43,Male,Yes,28000,68,1,1,0,tempassistance,0,1,411.76,41-55
1538,46,Male,No,19500,173,0,1,0,tempassistance,1,1,112.72,41-55
1539,38,Male,No,0,331,0,1,0,noassistance,0,0,0.0,26-40
1540,28,Female,No,7500,125,0,0,1,noassistance,1,1,60.0,26-40
1541,57,Male,No,38000,170,0,1,0,noassistance,1,0,223.53,56-70
1542,28,Male,No,41500,47,0,0,0,noassistance,1,0,882.98,26-40
1543,53,Female,No,0,261,0,1,0,tempassistance,0,0,0.0,41-55
1544,66,Female,No,47500,217,1,1,0,tempassistance,0,0,218.89,56-70
1545,56,Male,Yes,8500,305,0,0,0,tempassistance,0,0,27.87,56-70
1546,57,Female,Yes,29000,124,0,0,0,noassistance,1,1,233.87,56-70
1547,52,Female,No,34500,293,1,1,0,noassistance,1,0,117.75,41-55
1548,51,Male,No,38500,162,0,0,1,noassistance,0,0,237.65,41-55
1549,64,Male,Yes,47000,201,0,0,0,tempassistance,1,0,233.83,56-70
1550,41,Female,No,7500,275,0,0,0,noassistance,0,0,27.27,41-55
1551,39,Male,No,41500,206,1,1,0,noassistance,1,0,201.46,26-40
1552,22,Male,No,0,40,0,0,0,noassistance,0,0,0.0,18-25
1553,50,Female,No,32000,273,0,1,1,noassistance,0,0,117.22,41-55
1554,53,Male,No,34000,188,0,1,0,noassistance,1,1,180.85,41-55
1555,64,Female,No,30000,355,1,1,0,tempassistance,1,0,84.51,56-70
1556,37,Female,No,3500,93,1,0,0,tempassistance,1,0,37.63,26-40
1557,36,Male,No,42500,42,0,1,0,tempassistance,1,0,1011.9,26-40
1558,52,Female,No,0,107,0,0,0,tempassistance,1,0,0.0,41-55
1559,69,Female,No,0,328,0,1,0,tempassistance,1,0,0.0,56-70
1560,60,Female,No,32500,65,0,1,0,tempassistance,1,0,500.0,56-70
1561,34,Male,No,17500,309,1,1,0,tempassistance,1,0,56.63,26-40
1562,62,Male,No,41000,135,0,1,0,noassistance,0,1,303.7,56-70
1563,60,Female,No,11500,24,0,1,1,noassistance,1,0,479.17,56-70
1564,51,Male,No,0,28,0,0,0,noassistance,0,0,0.0,41-55
1565,26,Female,No,40000,62,0,1,0,tempassistance,1,0,645.16,26-40
1566,43,Male,No,22000,273,0,0,1,tempassistance,0,0,80.59,41-55
1567,19,Female,No,0,229,1,0,0,tempassistance,1,0,0.0,18-25
1568,26,Male,No,33000,20,0,0,0,noassistance,1,0,1650.0,26-40
1569,26,Other,No,19500,3,0,1,0,noassistance,1,0,6500.0,26-40
1570,57,Male,No,25500,218,0,0,0,tempassistance,0,0,116.97,56-70
1571,34,Female,No,16500,307,0,1,1,noassistance,1,0,53.75,26-40
1572,18,Male,No,39500,136,0,1,0,tempassistance,1,0,290.44,18-25
1573,42,Female,No,39500,3,0,1,0,noassistance,0,0,13166.67,41-55
1574,60,Male,No,32000,193,0,1,0,tempassistance,1,0,165.8,56-70
1575,57,Female,No,0,73,0,0,0,tempassistance,1,0,0.0,56-70
1576,59,Female,No,40000,361,0,1,0,noassistance,1,0,110.8,56-70
1577,42,Female,No,29500,118,0,1,0,noassistance,1,0,250.0,41-55
1578,56,Female,Yes,31500,154,1,1,0,noassistance,1,0,204.55,56-70
1579,52,Male,No,10500,209,0,0,1,noassistance,1,0,50.24,41-55
1580,20,Male,No,42500,34,1,0,1,tempassistance,1,0,1250.0,18-25
1581,67,Male,No,33000,137,0,1,1,permassistance,1,0,240.88,56-70
1582,54,Male,No,0,318,0,0,0,noassistance,1,0,0.0,41-55
1583,61,Male,No,13000,120,1,0,0,noassistance,0,0,108.33,56-70
1584,61,Female,No,43000,115,0,0,0,noassistance,0,0,373.91,56-70
1585,68,Female,No,0,13,0,0,0,permassistance,1,0,0.0,56-70
1586,47,Female,No,48000,69,0,0,0,noassistance,0,0,695.65,41-55
1587,55,Female,No,30000,333,1,1,0,permassistance,0,0,90.09,41-55
1588,51,Female,No,27000,257,0,1,0,noassistance,1,0,105.06,41-55
1589,29,Female,No,4500,89,0,0,1,noassistance,0,0,50.56,26-40
1590,36,Female,No,3500,47,0,0,0,noassistance,1,0,74.47,26-40
1591,54,Female,Yes,46500,260,1,1,0,permassistance,0,0,178.85,41-55
1592,61,Male,No,6500,228,0,0,0,tempassistance,1,0,28.51,56-70
1593,66,Female,No,36000,180,0,1,1,tempassistance,1,0,200.0,56-70
1594,34,Male,No,12500,10,0,0,1,noassistance,0,1,1250.0,26-40
1595,27,Male,No,0,284,1,0,0,tempassistance,1,0,0.0,26-40
1596,66,Male,No,0,126,0,1,0,noassistance,1,0,0.0,56-70
1597,64,Female,No,22000,134,0,1,0,noassistance,1,1,164.18,56-70
1598,29,Female,No,48500,155,1,1,0,noassistance,0,0,312.9,26-40
1599,33,Female,No,11000,248,0,0,0,noassistance,0,1,44.35,26-40
1600,41,Female,No,10000,140,0,0,0,noassistance,1,0,71.43,41-55
1601,36,Female,No,9500,318,1,1,0,noassistance,1,0,29.87,26-40
1602,25,Male,No,20500,176,1,1,0,tempassistance,1,0,116.48,18-25
1603,48,Male,No,15500,323,0,0,0,noassistance,1,0,47.99,41-55
1604,38,Male,No,42500,174,0,1,0,noassistance,0,0,244.25,26-40
1605,34,Female,No,19500,74,0,1,0,tempassistance,0,0,263.51,26-40
1606,40,Female,No,19500,351,1,1,0,noassistance,1,0,55.56,26-40
1607,54,Male,Yes,0,143,1,0,0,noassistance,0,0,0.0,41-55
1608,33,Female,No,49000,292,0,1,0,noassistance,0,0,167.81,26-40
1609,23,Male,No,3500,112,0,0,0,tempassistance,1,1,31.25,18-25
1610,25,Male,No,0,206,1,1,1,noassistance,1,0,0.0,18-25
1611,42,Female,No,29000,131,0,0,0,tempassistance,1,0,221.37,41-55
1612,35,Female,No,25000,110,0,1,1,noassistance,1,0,227.27,26-40
1613,42,Female,No,13500,67,0,0,0,permassistance,0,0,201.49,41-55
1614,29,Female,No,14000,86,0,0,0,noassistance,1,0,162.79,26-40
1615,32,Female,No,37000,275,1,0,0,permassistance,0,0,134.55,26-40
1616,43,Female,Yes,0,227,1,0,0,tempassistance,1,1,0.0,41-55
1617,58,Female,No,39000,325,0,0,0,tempassistance,0,0,120.0,56-70
1618,62,Male,No,28500,10,0,0,0,tempassistance,1,0,2850.0,56-70
1619,43,Male,No,14000,355,0,1,0,noassistance,1,0,39.44,41-55
1620,64,Female,Yes,16500,288,1,1,0,noassistance,1,1,57.29,56-70
1621,49,Male,No,4000,112,0,1,0,tempassistance,0,0,35.71,41-55
1622,27,Male,No,35000,24,0,0,1,tempassistance,0,0,1458.33,26-40
1623,33,Male,No,20000,291,0,0,0,permassistance,1,0,68.73,26-40
1624,24,Male,No,8000,339,0,0,1,noassistance,1,0,23.6,18-25
1625,34,Female,No,25000,326,0,1,0,tempassistance,1,0,76.69,26-40
1626,40,Female,No,50000,168,1,0,0,tempassistance,0,0,297.62,26-40
1627,43,Male,No,15000,109,0,1,1,tempassistance,1,0,137.61,41-55
1628,38,Male,No,45500,190,0,0,0,tempassistance,1,0,239.47,26-40
1629,39,Male,No,9500,355,0,1,0,tempassistance,1,0,26.76,26-40
1630,24,Other,No,0,196,0,0,0,tempassistance,1,0,0.0,18-25
1631,31,Male,No,500,33,0,0,0,noassistance,1,0,15.15,26-40
1632,32,Female,No,14000,205,0,1,0,noassistance,0,0,68.29,26-40
1633,24,Female,No,1500,312,1,1,0,tempassistance,0,0,4.81,18-25
1634,26,Female,No,0,182,0,1,1,noassistance,0,0,0.0,26-40
1635,68,Male,No,45000,147,0,0,0,permassistance,1,0,306.12,56-70
1636,65,Male,No,40500,268,0,1,0,noassistance,1,1,151.12,56-70
1637,25,Male,No,34000,11,1,1,0,tempassistance,0,0,3090.91,18-25
1638,67,Male,Yes,0,70,0,0,1,noassistance,1,1,0.0,56-70
1639,40,Male,No,0,256,1,0,0,noassistance,1,0,0.0,26-40
1640,46,Male,No,0,219,0,1,1,tempassistance,1,0,0.0,41-55
1641,35,Male,No,33000,297,0,1,0,noassistance,1,0,111.11,26-40
1642,48,Female,No,46000,362,0,1,0,permassistance,1,0,127.07,41-55
1643,47,Male,No,14500,259,1,1,0,noassistance,0,0,55.98,41-55
1644,69,Male,No,0,3,0,0,1,tempassistance,0,0,0.0,56-70
1645,56,Female,No,20000,84,0,1,0,tempassistance,1,0,238.1,56-70
1646,52,Female,Yes,9500,156,0,1,0,noassistance,1,1,60.9,41-55
1647,35,Male,No,11000,151,0,1,0,tempassistance,1,0,72.85,26-40
1648,59,Female,No,26500,176,0,1,0,permassistance,1,0,150.57,56-70
1649,56,Female,No,32500,195,0,1,0,tempassistance,0,0,166.67,56-70
1650,34,Female,No,0,107,0,0,1,noassistance,1,0,0.0,26-40
1651,31,Male,Yes,0,134,0,0,0,permassistance,1,1,0.0,26-40
1652,48,Male,Yes,50000,276,0,0,1,tempassistance,1,1,181.16,41-55
1653,41,Female,No,2500,352,0,1,0,noassistance,0,0,7.1,41-55
1654,52,Female,No,0,155,0,0,0,permassistance,1,1,0.0,41-55
1655,61,Other,No,0,277,0,1,0,tempassistance,1,0,0.0,56-70
1656,62,Male,No,0,236,0,0,0,tempassistance,1,0,0.0,56-70
1657,51,Male,No,12000,240,0,0,0,tempassistance,1,0,50.0,41-55
1658,20,Female,No,38000,13,0,1,1,tempassistance,1,0,2923.08,18-25
1659,54,Female,No,9000,342,0,1,0,noassistance,0,0,26.32,41-55
1660,60,Female,No,15500,35,0,0,1,permassistance,1,0,442.86,56-70
